source,target,weight
154,915,1
155,398,1
155,901,1
155,974,1
156,187,1
157,674,1
157,1000,1
158,789,1
159,578,1
160,367,1
161,156,1
162,969,1
163,758,1
163,843,1
164,547,1
165,336,1
166,125,1
166,477,1
167,703,1
167,938,1
168,727,1
169,516,1
169,1008,1
170,305,1
170,461,1
171,94,1
171,406,1
172,907,1
173,696,1
173,895,1
174,485,1
174,670,1
175,274,1
175,769,1
176,63,1
177,511,1
177,876,1
178,184,1
178,665,1
179,454,1
179,515,1
179,775,1
179,818,1
180,243,1
180,341,1
181,32,1
182,67,1
182,282,1
182,845,1
182,944,1
183,121,1
183,634,1
184,423,1
184,577,1
184,1020,1
185,212,1
185,293,1
185,402,1
186,1,1
186,217,1
186,430,1
187,134,1
187,469,1
187,814,1
188,603,1
188,647,1
189,392,1
189,420,1
190,181,1
191,22,1
191,994,1
192,783,1
192,854,1
193,431,1
193,572,1
194,203,1
194,323,1
194,361,1
195,150,1
196,63,1
196,963,1
197,459,1
197,503,1
197,752,1
198,541,1
199,330,1
199,882,1
200,119,1
201,443,1
201,932,1
202,493,1
202,721,1
203,510,1
204,228,1
204,299,1
204,852,1
205,88,1
206,138,1
206,901,1
207,248,1
207,690,1
208,479,1
209,268,1
209,1022,1
210,57,1
210,236,1
210,1010,1
211,870,1
212,659,1
213,266,1
213,448,1
214,237,1
215,26,1
216,839,1
217,516,1
217,628,1
218,307,1
218,417,1
218,1012,1
219,126,1
219,206,1
220,346,1
220,760,1
220,918,1
220,1019,1
221,808,1
222,304,1
222,550,1
222,597,1
223,92,1
223,207,1
223,386,1
224,175,1
225,819,1
225,988,1
226,301,1
226,340,1
226,624,1
226,777,1
227,79,1
227,566,1
228,7,1
228,355,1
228,626,1
229,120,1
229,144,1
230,957,1
231,245,1
231,746,1
232,535,1
233,324,1
233,1014,1
234,113,1
234,255,1
234,382,1
235,926,1
236,465,1
236,715,1
237,213,1
237,504,1
238,293,1
239,82,1
239,743,1
240,38,1
240,510,1
240,895,1
241,684,1
242,473,1
242,489,1
242,969,1
243,262,1
243,635,1
244,51,1
245,311,1
245,864,1
246,653,1
247,241,1
247,442,1
248,231,1
249,20,1
249,156,1
250,46,1
250,833,1
251,622,1
252,123,1
252,411,1
253,200,1
254,668,1
254,1013,1
255,802,1
256,591,1
257,380,1
257,538,1
257,709,1
257,841,1
258,169,1
258,523,1
259,982,1
260,771,1
261,560,1
261,1015,1
262,349,1
263,138,1
263,330,1
263,660,1
264,951,1
265,204,1
265,740,1
266,418,1
266,529,1
267,318,1
267,753,1
268,74,1
268,107,1
268,201,1
268,334,1
268,496,1
269,673,1
269,920,1
270,709,1
271,498,1
272,287,1
272,296,1
273,76,1
274,820,1
274,889,1
275,678,1
276,467,1
277,256,1
277,572,1
277,665,1
278,45,1
279,858,1
279,874,1
279,977,1
280,647,1
281,436,1
281,715,1
281,767,1
282,225,1
283,14,1
283,18,1
283,485,1
283,831,1
283,919,1
284,23,1
284,827,1
285,284,1
285,322,1
285,616,1
286,47,1
286,405,1
287,194,1
287,318,1
288,1007,1
289,796,1
290,585,1
291,374,1
291,822,1
292,73,1
292,163,1
292,761,1
293,93,1
293,953,1
293,976,1
294,765,1
295,348,1
295,554,1
296,343,1
296,655,1
296,799,1
297,132,1
298,607,1
298,945,1
299,734,1
299,933,1
300,523,1
300,651,1
301,312,1
301,889,1
302,101,1
303,518,1
303,914,1
304,68,1
304,365,1
304,450,1
304,681,1
304,703,1
304,930,1
305,492,1
306,238,1
306,281,1
306,932,1
307,70,1
308,298,1
308,883,1
309,262,1
309,548,1
309,672,1
310,190,1
310,461,1
310,991,1
311,250,1
311,875,1
312,39,1
312,426,1
313,233,1
313,552,1
313,852,1
314,533,1
314,641,1
315,430,1
316,219,1
316,312,1
316,415,1
316,417,1
317,8,1
317,621,1
318,364,1
318,821,1
318,827,1
319,9,1
319,610,1
319,696,1
319,965,1
320,399,1
321,188,1
322,178,1
322,957,1
322,1001,1
323,8,1
323,256,1
323,790,1
324,579,1
325,96,1
325,368,1
326,157,1
326,384,1
327,541,1
327,970,1
328,544,1
328,634,1
328,742,1
328,759,1
329,548,1
329,744,1
330,337,1
330,573,1
331,126,1
332,264,1
332,527,1
332,939,1
333,381,1
333,728,1
334,517,1
335,306,1
336,95,1
336,713,1
336,764,1
337,908,1
338,404,1
338,697,1
339,486,1
340,160,1
340,275,1
340,317,1
341,64,1
341,159,1
342,877,1
343,666,1
344,455,1
345,244,1
345,687,1
346,33,1
347,633,1
347,846,1
348,635,1
349,424,1
350,213,1
350,321,1
350,481,1
351,2,1
352,396,1
352,815,1
353,604,1
354,393,1
354,811,1
355,182,1
356,604,1
356,995,1
357,434,1
357,784,1
358,85,1
358,573,1
359,362,1
359,839,1
360,151,1
361,964,1
362,753,1
363,26,1
363,542,1
363,849,1
364,319,1
364,331,1
365,120,1
365,603,1
366,101,1
366,933,1
367,722,1
368,511,1
369,300,1
370,89,1
370,342,1
371,140,1
371,508,1
371,855,1
371,902,1
372,87,1
372,691,1
373,480,1
374,269,1
374,1001,1
374,1017,1
375,58,1
375,226,1
376,435,1
376,606,1
376,871,1
376,912,1
377,356,1
377,660,1
377,684,1
378,449,1
379,238,1
379,257,1
380,27,1
380,686,1
380,773,1
381,840,1
381,848,1
382,629,1
383,418,1
383,731,1
384,53,1
384,207,1
385,77,1
385,1020,1
386,161,1
386,809,1
387,59,1
387,367,1
387,598,1
388,387,1
388,936,1
389,176,1
389,292,1
389,490,1
390,774,1
390,945,1
390,989,1
391,82,1
391,438,1
391,778,1
392,567,1
393,356,1
394,109,1
394,145,1
394,175,1
395,958,1
396,747,1
397,20,1
397,536,1
398,325,1
399,80,1
399,114,1
399,657,1
400,186,1
400,927,1
401,507,1
401,716,1
402,505,1
403,294,1
404,83,1
404,110,1
405,896,1
406,685,1
407,141,1
407,474,1
407,786,1
408,263,1
409,52,1
410,320,1
410,865,1
411,654,1
412,443,1
413,232,1
414,21,1
414,274,1
414,360,1
415,834,1
416,543,1
416,623,1
417,412,1
418,201,1
419,1014,1
420,16,1
420,803,1
421,592,1
422,108,1
422,381,1
422,479,1
423,170,1
423,648,1
424,983,1
425,772,1
425,833,1
425,835,1
425,937,1
426,561,1
427,350,1
428,139,1
429,78,1
429,952,1
430,309,1
430,425,1
430,499,1
430,741,1
430,824,1
431,530,1
432,319,1
433,31,1
433,108,1
433,246,1
434,921,1
435,617,1
435,710,1
436,499,1
436,707,1
437,288,1
438,77,1
438,119,1
439,129,1
439,890,1
440,679,1
441,468,1
441,913,1
442,257,1
442,814,1
443,46,1
443,95,1
444,859,1
444,916,1
445,564,1
445,648,1
446,437,1
446,710,1
446,898,1
447,226,1
447,914,1
448,15,1
448,36,1
449,664,1
449,828,1
450,617,1
451,406,1
451,453,1
452,195,1
452,358,1
453,1008,1
454,797,1
455,586,1
456,375,1
456,712,1
457,164,1
457,597,1
458,801,1
458,977,1
459,766,1
460,555,1
461,344,1
462,133,1
462,579,1
462,857,1
463,946,1
464,735,1
465,177,1
465,524,1
466,313,1
466,505,1
466,1018,1
467,102,1
467,693,1
468,679,1
468,915,1
469,704,1
470,493,1
470,584,1
470,644,1
471,282,1
471,790,1
472,71,1
472,876,1
473,273,1
473,884,1
474,673,1
475,462,1
476,251,1
477,40,1
477,462,1
477,926,1
478,853,1
479,585,1
479,642,1
480,431,1
481,25,1
481,131,1
481,220,1
482,9,1
482,403,1
483,822,1
484,582,1
484,611,1
485,400,1
485,601,1
486,189,1
486,464,1
487,259,1
487,1002,1
488,385,1
488,732,1
488,791,1
489,580,1
490,234,1
490,369,1
490,810,1
491,158,1
491,440,1
492,971,1
493,556,1
493,559,1
493,760,1
494,549,1
494,590,1
495,268,1
495,338,1
496,127,1
496,749,1
497,940,1
498,212,1
498,632,1
498,729,1
499,518,1
499,629,1
500,27,1
500,29,1
500,307,1
500,886,1
501,96,1
502,909,1
503,698,1
504,487,1
504,752,1
505,276,1
505,376,1
505,638,1
506,65,1
506,571,1
506,845,1
507,792,1
507,878,1
508,667,1
508,825,1
508,980,1
509,456,1
510,206,1
510,245,1
511,34,1
511,456,1
511,999,1
512,182,1
512,847,1
513,370,1
513,636,1
514,425,1
514,478,1
514,586,1
514,676,1
515,214,1
515,483,1
516,3,1
516,216,1
517,466,1
517,816,1
518,147,1
518,235,1
518,605,1
519,333,1
519,394,1
519,636,1
520,183,1
520,615,1
521,996,1
522,757,1
522,785,1
523,574,1
524,363,1
524,391,1
525,102,1
525,152,1
525,214,1
526,694,1
526,965,1
527,173,1
527,754,1
527,984,1
528,221,1
528,543,1
529,332,1
530,121,1
530,662,1
531,52,1
531,934,1
532,263,1
532,723,1
533,512,1
534,301,1
535,90,1
535,796,1
536,903,1
536,931,1
537,692,1
538,481,1
539,37,1
539,270,1
539,576,1
540,59,1
540,501,1
540,897,1
541,872,1
542,64,1
542,661,1
542,946,1
542,981,1
543,450,1
543,492,1
544,239,1
544,476,1
544,561,1
544,746,1
545,28,1
546,841,1
547,630,1
548,58,1
548,419,1
549,115,1
549,208,1
549,211,1
550,1021,1
551,810,1
552,176,1
552,599,1
553,388,1
554,177,1
555,990,1
556,39,1
556,107,1
556,779,1
557,568,1
557,905,1
558,357,1
558,667,1
559,146,1
559,917,1
560,372,1
560,959,1
561,748,1
562,310,1
562,537,1
563,326,1
563,345,1
563,750,1
564,34,1
564,115,1
564,494,1
565,271,1
565,416,1
565,865,1
565,928,1
566,242,1
566,717,1
566,961,1
567,506,1
568,224,1
568,295,1
569,84,1
569,566,1
569,776,1
570,897,1
571,686,1
572,118,1
572,302,1
572,475,1
572,526,1
572,689,1
573,15,1
573,264,1
574,53,1
575,758,1
575,866,1
575,1007,1
576,655,1
576,829,1
576,955,1
577,444,1
578,233,1
578,766,1
579,22,1
580,835,1
581,112,1
581,624,1
582,413,1
583,202,1
584,1015,1
585,804,1
586,482,1
586,593,1
587,41,1
587,382,1
587,851,1
588,171,1
588,357,1
588,794,1
589,984,1
590,362,1
590,773,1
591,562,1
592,60,1
592,351,1
593,140,1
593,821,1
594,953,1
595,742,1
595,983,1
596,531,1
597,320,1
597,520,1
597,542,1
597,1016,1
598,109,1
598,721,1
599,596,1
599,871,1
599,922,1
600,514,1
600,711,1
601,500,1
602,289,1
603,78,1
604,524,1
604,891,1
605,472,1
605,680,1
606,51,1
606,61,1
606,469,1
607,258,1
608,47,1
608,202,1
608,300,1
608,455,1
608,488,1
609,860,1
609,885,1
610,536,1
610,649,1
610,808,1
611,220,1
611,438,1
612,227,1
612,892,1
613,16,1
613,258,1
613,401,1
613,580,1
613,759,1
614,157,1
614,829,1
614,900,1
615,294,1
615,618,1
615,751,1
616,407,1
616,883,1
616,925,1
617,196,1
617,618,1
617,993,1
618,291,1
618,1009,1
619,798,1
620,587,1
620,592,1
621,306,1
621,376,1
621,971,1
622,165,1
622,719,1
622,793,1
622,868,1
623,978,1
624,199,1
624,666,1
624,767,1
625,556,1
626,345,1
627,134,1
627,575,1
627,599,1
628,947,1
629,736,1
630,412,1
630,525,1
631,83,1
631,314,1
631,891,1
632,75,1
632,103,1
632,359,1
632,966,1
633,916,1
634,705,1
634,812,1
635,494,1
635,614,1
636,179,1
636,283,1
636,295,1
636,699,1
637,72,1
638,885,1
639,447,1
639,674,1
639,844,1
640,463,1
641,252,1
641,1023,1
642,12,1
642,41,1
643,854,1
644,188,1
644,643,1
645,149,1
645,163,1
645,373,1
645,432,1
645,908,1
646,221,1
646,940,1
647,10,1
647,985,1
648,690,1
648,823,1
649,377,1
649,612,1
650,281,1
650,401,1
650,411,1
651,190,1
652,132,1
652,910,1
652,1003,1
653,328,1
653,792,1
654,581,1
655,370,1
656,159,1
656,198,1
657,968,1
657,972,1
658,99,1
658,761,1
659,550,1
660,98,1
660,339,1
661,24,1
661,128,1
661,513,1
661,763,1
661,887,1
661,1009,1
662,127,1
662,252,1
662,941,1
663,337,1
663,730,1
664,519,1
665,308,1
666,94,1
666,97,1
667,535,1
667,910,1
668,369,1
668,699,1
669,452,1
669,488,1
670,277,1
671,66,1
672,336,1
672,879,1
673,661,1
673,668,1
673,860,1
674,457,1
675,246,1
676,35,1
677,695,1
677,848,1
678,286,1
678,625,1
678,637,1
679,426,1
679,762,1
680,215,1
680,408,1
681,4,1
682,380,1
682,817,1
682,862,1
683,606,1
684,395,1
684,675,1
685,81,1
685,184,1
685,630,1
686,457,1
686,813,1
686,997,1
687,595,1
687,739,1
687,786,1
688,575,1
688,717,1
689,364,1
690,153,1
691,966,1
692,745,1
692,755,1
692,1021,1
693,544,1
694,333,1
694,463,1
695,122,1
695,219,1
696,935,1
697,698,1
697,724,1
697,893,1
698,513,1
699,302,1
699,609,1
700,91,1
700,413,1
700,658,1
700,718,1
701,904,1
702,659,1
702,693,1
703,482,1
704,271,1
705,60,1
705,941,1
706,210,1
706,873,1
707,662,1
707,896,1
708,162,1
708,451,1
709,240,1
709,628,1
709,705,1
709,756,1
709,768,1
709,858,1
710,29,1
711,97,1
711,315,1
711,842,1
711,929,1
712,631,1
713,420,1
714,209,1
715,1022,1
716,811,1
717,600,1
718,389,1
718,442,1
719,178,1
720,991,1
721,171,1
721,780,1
722,410,1
722,569,1
722,588,1
722,923,1
723,215,1
723,358,1
723,727,1
724,147,1
724,275,1
724,480,1
724,702,1
725,960,1
726,740,1
726,749,1
727,538,1
728,327,1
729,116,1
730,929,1
731,279,1
731,685,1
731,718,1
731,807,1
732,507,1
732,565,1
733,296,1
734,6,1
734,85,1
734,782,1
735,898,1
736,687,1
737,371,1
737,476,1
738,265,1
739,54,1
739,877,1
740,145,1
740,867,1
740,970,1
741,656,1
742,445,1
742,956,1
743,234,1
743,354,1
743,468,1
744,23,1
745,836,1
746,625,1
747,414,1
747,449,1
747,888,1
748,203,1
749,48,1
749,654,1
749,1016,1
750,458,1
750,735,1
750,805,1
751,594,1
752,116,1
752,125,1
752,383,1
752,994,1
753,172,1
753,943,1
754,122,1
754,863,1
754,948,1
754,985,1
755,774,1
756,563,1
757,352,1
757,568,1
757,736,1
758,141,1
759,532,1
759,928,1
759,954,1
760,743,1
760,1013,1
761,532,1
762,321,1
762,804,1
762,840,1
763,110,1
764,923,1
765,712,1
766,14,1
766,501,1
766,765,1
767,290,1
768,79,1
768,594,1
768,837,1
769,528,1
769,892,1
770,640,1
770,681,1
770,708,1
770,934,1
771,470,1
772,65,1
772,259,1
772,798,1
773,48,1
773,187,1
773,427,1
773,815,1
773,951,1
774,861,1
775,0,1
775,154,1
775,525,1
775,650,1
775,724,1
776,227,1
776,439,1
776,869,1
777,228,1
777,278,1
777,394,1
778,17,1
778,653,1
779,620,1
779,678,1
779,830,1
780,619,1
781,355,1
781,408,1
782,197,1
783,554,1
783,1010,1
784,562,1
784,799,1
785,588,1
786,377,1
787,166,1
787,697,1
787,880,1
788,530,1
788,619,1
788,979,1
789,768,1
790,557,1
791,346,1
791,853,1
792,135,1
792,239,1
792,395,1
793,143,1
793,948,1
794,540,1
794,737,1
795,400,1
795,433,1
795,526,1
796,315,1
797,104,1
797,692,1
797,797,1
798,917,1
799,706,1
800,487,1
800,495,1
801,284,1
801,444,1
802,73,1
803,409,1
803,886,1
804,4,1
804,675,1
805,464,1
806,253,1
806,975,1
806,1011,1
807,42,1
808,855,1
809,644,1
810,433,1
811,11,1
811,54,1
811,222,1
812,11,1
812,142,1
812,169,1
812,277,1
812,788,1
813,76,1
813,824,1
814,613,1
815,35,1
815,402,1
815,445,1
816,191,1
816,531,1
817,1004,1
818,793,1
818,828,1
818,1006,1
819,106,1
819,582,1
819,879,1
820,167,1
820,260,1
820,371,1
821,160,1
822,460,1
822,973,1
823,762,1
824,105,1
824,196,1
824,551,1
825,287,1
825,340,1
825,611,1
826,129,1
827,349,1
827,722,1
827,942,1
828,192,1
828,414,1
828,539,1
828,731,1
829,237,1
829,338,1
829,448,1
829,520,1
830,309,1
831,98,1
831,289,1
832,866,1
832,911,1
833,700,1
834,489,1
834,581,1
834,803,1
835,278,1
835,344,1
836,67,1
836,397,1
836,783,1
837,439,1
837,880,1
838,669,1
838,890,1
839,458,1
840,247,1
840,327,1
840,557,1
841,36,1
842,165,1
842,836,1
842,849,1
843,86,1
843,638,1
843,770,1
843,778,1
844,427,1
845,216,1
845,781,1
845,846,1
846,5,1
846,771,1
847,553,1
847,818,1
848,578,1
848,607,1
848,711,1
849,90,1
849,250,1
849,396,1
849,484,1
849,809,1
850,185,1
851,998,1
852,787,1
853,375,1
853,576,1
853,870,1
854,365,1
855,50,1
855,154,1
855,650,1
856,967,1
857,756,1
858,545,1
858,546,1
859,334,1
859,791,1
859,996,1
860,123,1
860,151,1
860,777,1
861,723,1
861,936,1
862,725,1
862,997,1
863,514,1
864,303,1
864,795,1
865,92,1
866,905,1
867,243,1
867,694,1
867,935,1
868,225,1
868,483,1
869,272,1
870,61,1
871,602,1
871,874,1
872,308,1
872,663,1
873,452,1
873,646,1
874,88,1
874,241,1
875,30,1
875,253,1
876,656,1
876,843,1
877,632,1
877,802,1
878,267,1
878,421,1
879,210,1
880,1023,1
881,812,1
882,2,1
882,148,1
882,591,1
882,601,1
883,390,1
884,100,1
884,179,1
885,920,1
885,992,1
886,730,1
886,781,1
887,181,1
887,570,1
888,19,1
888,359,1
888,502,1
889,148,1
889,261,1
889,643,1
889,741,1
889,979,1
890,361,1
890,961,1
891,558,1
891,750,1
892,45,1
892,539,1
893,328,1
894,117,1
894,772,1
895,930,1
895,967,1
895,998,1
896,249,1
896,719,1
897,89,1
897,508,1
897,593,1
897,938,1
897,986,1
898,297,1
898,641,1
899,86,1
899,637,1
899,691,1
900,512,1
900,785,1
900,899,1
901,128,1
901,197,1
901,446,1
901,688,1
902,32,1
902,477,1
903,266,1
903,608,1
904,55,1
905,350,1
905,868,1
906,657,1
907,446,1
908,49,1
908,111,1
908,235,1
909,24,1
909,589,1
909,1000,1
910,837,1
911,495,1
911,626,1
912,415,1
912,522,1
913,204,1
914,113,1
914,390,1
914,622,1
914,906,1
914,1017,1
915,806,1
916,595,1
917,136,1
917,384,1
917,950,1
918,173,1
918,779,1
918,962,1
919,986,1
920,389,1
920,775,1
921,564,1
922,133,1
922,353,1
923,142,1
923,407,1
923,475,1
924,195,1
924,832,1
924,939,1
924,955,1
925,378,1
925,744,1
925,973,1
926,251,1
926,533,1
927,322,1
928,111,1
928,911,1
929,428,1
929,924,1
930,713,1
931,502,1
932,205,1
932,291,1
932,954,1
933,80,1
933,91,1
933,386,1
933,701,1
933,988,1
934,893,1
935,454,1
935,682,1
936,471,1
937,260,1
938,49,1
938,847,1
939,862,1
939,903,1
940,627,1
940,651,1
941,440,1
942,229,1
942,716,1
943,18,1
944,399,1
944,831,1
944,881,1
945,368,1
945,388,1
945,620,1
946,409,1
947,198,1
948,1011,1
949,800,1
949,823,1
950,146,1
950,589,1
950,728,1
950,834,1
951,378,1
952,167,1
952,583,1
953,189,1
953,980,1
954,769,1
955,558,1
955,1002,1
956,347,1
957,136,1
957,229,1
957,329,1
957,830,1
958,726,1
958,949,1
959,69,1
959,738,1
960,527,1
960,816,1
961,269,1
961,316,1
961,817,1
962,105,1
962,124,1
962,276,1
963,850,1
963,918,1
964,707,1
965,496,1
965,639,1
966,285,1
967,74,1
968,180,1
968,887,1
968,949,1
969,676,1
969,780,1
970,1,1
970,144,1
970,465,1
971,254,1
971,299,1
971,872,1
972,43,1
972,551,1
973,856,1
974,645,1
975,434,1
975,560,1
975,587,1
975,959,1
976,117,1
976,223,1
976,909,1
977,12,1
977,859,1
978,784,1
978,825,1
979,44,1
979,614,1
980,403,1
981,192,1
981,567,1
982,1005,1
983,424,1
983,794,1
984,71,1
984,583,1
985,372,1
986,161,1
986,230,1
986,529,1
987,623,1
987,663,1
987,680,1
987,972,1
987,974,1
988,763,1
989,170,1
989,383,1
989,552,1
990,341,1
990,549,1
991,130,1
992,943,1
992,990,1
993,732,1
994,521,1
995,310,1
995,706,1
995,733,1
996,99,1
997,912,1
998,155,1
998,352,1
998,701,1
998,958,1
999,288,1
999,490,1
1000,103,1
1000,279,1
1001,68,1
1002,66,1
1002,755,1
1002,881,1
1003,670,1
1004,459,1
1004,473,1
1005,248,1
1006,37,1
1006,574,1
1006,747,1
1007,421,1
1007,850,1
1008,244,1
1008,534,1
1008,639,1
1009,428,1
1010,217,1
1010,393,1
1011,6,1
1012,819,1
1013,429,1
1013,608,1
1013,873,1
1014,397,1
1015,30,1
1015,186,1
1015,517,1
1016,191,1
1016,316,1
1016,605,1
1016,999,1
1017,788,1
1018,153,1
1018,166,1
1018,570,1
1018,577,1
1019,5,1
1019,174,1
1019,331,1
1019,366,1
1020,155,1
1020,537,1
1021,842,1
1021,968,1
1022,757,1
1023,546,1
