source,target,weight
83,15590,1
83,17195,1
83,30872,1
84,15379,1
85,5186,1
85,10555,1
85,15168,1
86,4550,1
86,14957,1
87,14746,1
87,24836,1
88,12302,1
88,14535,1
88,18582,1
89,14324,1
90,14113,1
91,12234,1
91,13902,1
92,425,1
92,7399,1
92,7869,1
92,13691,1
93,13480,1
94,8703,1
94,13269,1
95,13058,1
96,12847,1
96,27718,1
97,12636,1
98,2843,1
98,7281,1
98,12425,1
99,12214,1
100,12003,1
100,17146,1
101,11792,1
101,18084,1
102,11581,1
102,22380,1
102,32584,1
103,378,1
103,8368,1
103,11370,1
104,11159,1
105,10948,1
106,10737,1
107,7345,1
107,7692,1
107,10526,1
107,16571,1
107,24025,1
108,10315,1
109,10104,1
109,27807,1
110,9893,1
110,13115,1
111,9682,1
111,12395,1
112,9471,1
113,9260,1
113,10889,1
113,12198,1
114,9049,1
114,11488,1
115,8838,1
115,9305,1
116,8627,1
116,12520,1
116,17758,1
117,8416,1
117,26562,1
118,8205,1
118,13531,1
119,7994,1
119,29626,1
120,7783,1
121,7572,1
121,16878,1
121,25197,1
122,7361,1
122,18003,1
123,7111,1
123,7150,1
123,18543,1
124,6939,1
124,11983,1
125,6728,1
126,2431,1
126,4487,1
126,6517,1
127,6306,1
127,11843,1
128,4026,1
128,6095,1
128,28814,1
129,5884,1
129,8244,1
129,16983,1
130,2145,1
130,3783,1
130,5673,1
130,25107,1
131,5462,1
132,5251,1
132,27038,1
132,28942,1
133,5040,1
133,20491,1
134,4829,1
134,20114,1
135,4618,1
136,4407,1
136,9460,1
137,4196,1
138,3985,1
138,13200,1
139,3774,1
139,32167,1
140,3563,1
140,13219,1
141,3352,1
142,3141,1
143,2930,1
144,2719,1
145,2508,1
146,2297,1
146,19446,1
147,2086,1
148,1875,1
148,12676,1
149,1664,1
149,9306,1
149,13657,1
149,15355,1
150,1453,1
151,1242,1
151,25176,1
152,1031,1
153,820,1
153,5589,1
154,609,1
154,21135,1
155,398,1
156,187,1
156,23263,1
157,32744,1
158,5301,1
158,19278,1
158,32533,1
159,32322,1
160,7731,1
160,32111,1
161,31900,1
162,31689,1
163,9707,1
163,31478,1
164,13591,1
164,31267,1
165,3966,1
165,31056,1
166,4395,1
166,13957,1
166,30404,1
166,30845,1
167,30634,1
168,30423,1
169,10041,1
169,30212,1
170,30001,1
171,29790,1
172,28362,1
172,29579,1
173,19892,1
173,29368,1
174,239,1
174,2541,1
174,12986,1
174,29157,1
175,28946,1
176,28735,1
177,12848,1
177,28524,1
178,20493,1
178,28313,1
179,23081,1
179,28102,1
180,14028,1
180,16599,1
180,20175,1
180,27891,1
181,7599,1
181,27680,1
182,1832,1
182,27469,1
183,27258,1
184,921,1
184,27047,1
185,16122,1
185,26836,1
186,26625,1
186,28187,1
187,22694,1
187,23501,1
187,26414,1
188,26203,1
189,25992,1
190,25781,1
191,21231,1
191,25570,1
192,25359,1
193,25148,1
194,24937,1
195,24726,1
196,24515,1
197,1469,1
197,24304,1
198,24093,1
199,23882,1
200,23671,1
200,31804,1
201,23460,1
202,23249,1
203,5757,1
203,23038,1
204,22827,1
205,8307,1
205,14317,1
205,22616,1
206,22381,1
206,22405,1
207,22194,1
208,20683,1
208,21983,1
209,21772,1
210,9032,1
210,21561,1
211,21350,1
212,10302,1
212,19592,1
212,21139,1
212,25229,1
213,20928,1
214,20717,1
214,28025,1
215,20506,1
216,20295,1
217,2854,1
217,8766,1
217,17177,1
217,20084,1
218,17522,1
218,19873,1
218,31731,1
219,19662,1
220,19451,1
221,19240,1
222,19029,1
223,18818,1
224,18607,1
225,2714,1
225,5726,1
225,18396,1
225,30050,1
226,18185,1
227,17974,1
228,17763,1
229,6078,1
229,17552,1
230,17341,1
230,27700,1
231,3212,1
231,5565,1
231,13641,1
231,17130,1
231,31547,1
232,3816,1
232,16919,1
232,16939,1
233,16708,1
234,5891,1
234,16497,1
234,28933,1
235,16286,1
235,22850,1
236,16075,1
237,5123,1
237,15864,1
237,24165,1
238,3407,1
238,13335,1
238,15653,1
239,443,1
239,12698,1
239,15442,1
239,18604,1
240,15231,1
241,9025,1
241,15020,1
241,17954,1
241,19549,1
241,24869,1
241,28861,1
242,10266,1
242,14809,1
242,21866,1
243,11261,1
243,14598,1
243,30195,1
244,14387,1
245,6304,1
245,14032,1
245,14176,1
245,18390,1
246,13526,1
246,13965,1
247,13754,1
247,26025,1
248,13543,1
249,13332,1
249,29623,1
250,1774,1
250,13121,1
250,14001,1
251,5942,1
251,12910,1
252,2423,1
252,9605,1
252,12699,1
252,25532,1
253,3570,1
253,12488,1
254,12277,1
254,31767,1
255,11819,1
255,12066,1
256,11855,1
256,25580,1
256,29217,1
257,11644,1
258,11433,1
258,21744,1
258,30323,1
259,11222,1
259,31620,1
260,11011,1
260,24321,1
260,31192,1
261,10800,1
262,10589,1
262,11293,1
262,25899,1
262,30462,1
263,10378,1
263,19157,1
264,10167,1
264,28142,1
264,32340,1
265,1192,1
265,9956,1
265,28041,1
266,2855,1
266,9745,1
267,9534,1
267,26918,1
267,30441,1
268,9323,1
269,6453,1
269,9112,1
269,28956,1
270,8901,1
271,8690,1
272,4365,1
272,8479,1
272,12031,1
272,25348,1
273,8268,1
273,21636,1
273,28042,1
274,8057,1
274,12889,1
275,7846,1
275,19769,1
275,21841,1
275,27312,1
276,4438,1
276,7635,1
276,16759,1
277,7424,1
277,27007,1
278,7213,1
278,10367,1
279,7002,1
280,6791,1
280,26202,1
281,6309,1
281,6580,1
281,13143,1
282,6369,1
282,20578,1
283,6158,1
284,5947,1
284,7582,1
284,25863,1
285,5736,1
285,18417,1
286,1673,1
286,5525,1
286,26185,1
287,3042,1
287,5314,1
288,5103,1
288,21474,1
289,4892,1
290,4681,1
290,21845,1
291,4470,1
291,14793,1
292,4259,1
293,4048,1
293,20032,1
293,23280,1
294,3837,1
295,3626,1
295,10161,1
295,12911,1
295,20934,1
296,3415,1
297,3204,1
297,12216,1
298,2993,1
299,2782,1
300,2571,1
300,20761,1
301,2360,1
301,21443,1
302,2149,1
303,1938,1
304,1727,1
305,1516,1
305,28688,1
306,1305,1
307,1094,1
308,883,1
309,672,1
310,461,1
311,250,1
312,39,1
313,22398,1
313,32596,1
314,656,1
314,32385,1
315,32174,1
316,28391,1
316,31963,1
317,2746,1
317,31752,1
318,2945,1
318,31541,1
319,28294,1
319,31330,1
320,1080,1
320,31119,1
321,26572,1
321,30908,1
322,30697,1
323,779,1
323,22989,1
323,30486,1
324,12383,1
324,30275,1
325,24566,1
325,30064,1
326,29853,1
327,29642,1
328,25316,1
328,29431,1
329,3222,1
329,17458,1
329,29220,1
330,4967,1
330,29009,1
331,6736,1
331,28798,1
332,24703,1
332,28587,1
333,28376,1
334,27057,1
334,28165,1
335,8476,1
335,18444,1
335,27954,1
336,1864,1
336,19509,1
336,23727,1
336,27743,1
337,27532,1
338,27321,1
339,21315,1
339,27110,1
339,31430,1
339,31817,1
340,9496,1
340,19957,1
340,26187,1
340,26899,1
341,17980,1
341,26688,1
342,26477,1
343,954,1
343,11063,1
343,15509,1
343,26266,1
344,12899,1
344,26055,1
345,25844,1
346,25633,1
347,18128,1
347,25422,1
348,671,1
348,10695,1
348,25211,1
349,25000,1
350,24789,1
351,2617,1
351,3744,1
351,24578,1
351,25180,1
352,567,1
352,8620,1
352,20300,1
352,21050,1
352,24367,1
352,25943,1
353,24156,1
354,2696,1
354,23945,1
355,23734,1
356,23523,1
357,23312,1
357,26452,1
358,1508,1
358,6630,1
358,23101,1
358,23435,1
358,24092,1
359,22890,1
360,22679,1
361,14137,1
361,22468,1
362,1739,1
362,8442,1
362,22257,1
363,2148,1
363,22046,1
363,23212,1
363,28089,1
363,28612,1
364,15110,1
364,21835,1
365,21624,1
365,22887,1
366,21413,1
367,6622,1
367,21202,1
367,21261,1
367,25763,1
367,26022,1
368,20991,1
368,30427,1
368,32628,1
369,11896,1
369,13722,1
369,20780,1
370,11315,1
370,20569,1
371,18432,1
371,20358,1
371,30935,1
372,564,1
372,20147,1
373,68,1
373,10581,1
373,19936,1
374,19725,1
375,19514,1
375,28607,1
376,8925,1
376,19303,1
377,19092,1
378,13965,1
378,18881,1
379,18670,1
379,20777,1
380,7969,1
380,18459,1
381,4675,1
381,15560,1
381,18248,1
382,3127,1
382,6424,1
382,18037,1
383,17826,1
384,2195,1
384,17615,1
385,12273,1
385,17404,1
385,23417,1
386,17193,1
386,32646,1
387,16982,1
388,16771,1
389,6735,1
389,16560,1
389,32272,1
390,16349,1
391,16138,1
391,23564,1
392,6296,1
392,15927,1
392,27683,1
393,3861,1
393,14565,1
393,15716,1
394,3809,1
394,15505,1
394,30997,1
395,15294,1
396,15083,1
396,19563,1
397,14872,1
397,27203,1
398,14661,1
399,14450,1
400,14239,1
400,21383,1
400,21463,1
401,14028,1
402,12834,1
402,13817,1
403,610,1
403,4927,1
403,13606,1
403,24315,1
404,713,1
404,13395,1
405,7490,1
405,13184,1
406,12973,1
406,13863,1
407,12762,1
408,12551,1
409,12340,1
409,21213,1
410,12129,1
411,11918,1
411,31356,1
412,11707,1
412,14370,1
412,23956,1
413,11496,1
413,32685,1
414,11285,1
415,11074,1
416,6659,1
416,10863,1
417,10652,1
418,10441,1
419,10230,1
419,23330,1
419,24168,1
420,10019,1
420,20023,1
421,9808,1
421,15628,1
421,22161,1
421,22712,1
422,9597,1
422,26891,1
423,9386,1
423,31076,1
424,9175,1
424,24380,1
425,8964,1
426,8753,1
427,7442,1
427,8542,1
428,8331,1
429,7207,1
429,8120,1
430,7909,1
431,7698,1
431,24670,1
432,7487,1
432,12049,1
432,19379,1
432,21445,1
433,7276,1
433,8099,1
433,12707,1
434,7065,1
434,10283,1
435,6854,1
435,27876,1
436,6643,1
436,9237,1
436,20201,1
437,6432,1
438,6221,1
439,6010,1
440,3983,1
440,5799,1
440,20443,1
440,21726,1
440,26087,1
441,5588,1
441,29314,1
442,5377,1
442,13098,1
443,2113,1
443,5166,1
443,6760,1
443,7212,1
443,15315,1
444,4955,1
445,4744,1
446,4533,1
447,4322,1
447,30831,1
448,963,1
448,4111,1
448,29575,1
448,31040,1
449,323,1
449,3900,1
449,23872,1
450,3689,1
450,21003,1
451,3478,1
452,3267,1
452,24157,1
453,2614,1
453,3056,1
454,2845,1
454,17788,1
455,2634,1
455,6200,1
456,2423,1
456,29145,1
457,2212,1
457,12366,1
457,18931,1
458,2001,1
459,1790,1
459,25901,1
460,1579,1
460,31311,1
461,1368,1
461,5324,1
461,20157,1
462,891,1
462,1157,1
462,8303,1
462,26554,1
463,946,1
463,20668,1
464,735,1
464,19425,1
465,122,1
465,524,1
466,313,1
467,102,1
467,6112,1
467,6575,1
467,12164,1
468,32659,1
469,32448,1
470,9543,1
470,26647,1
470,32237,1
471,19152,1
471,32026,1
472,31815,1
473,4407,1
473,31604,1
474,31393,1
475,31182,1
476,4371,1
476,12577,1
476,30971,1
477,30760,1
478,26973,1
478,29357,1
478,30549,1
479,24424,1
479,30338,1
480,30127,1
481,3978,1
481,7296,1
481,27581,1
481,29916,1
482,5571,1
482,19612,1
482,29705,1
483,16926,1
483,26474,1
483,29494,1
484,14950,1
484,29283,1
485,1666,1
485,22818,1
485,26403,1
485,29072,1
486,28861,1
486,29098,1
487,14635,1
487,24037,1
487,28650,1
488,26419,1
488,28439,1
489,12375,1
489,28228,1
490,28017,1
491,27806,1
492,27595,1
493,2344,1
493,19623,1
493,27384,1
494,7811,1
494,27173,1
495,26962,1
496,24667,1
496,26751,1
496,28431,1
497,12131,1
497,26540,1
498,26329,1
498,30764,1
499,22042,1
499,24870,1
499,26118,1
500,25907,1
501,3247,1
501,23152,1
501,25696,1
502,12168,1
502,13700,1
502,14968,1
502,25485,1
503,25274,1
504,20512,1
504,25063,1
505,24852,1
506,14854,1
506,15977,1
506,24641,1
507,24430,1
508,9989,1
508,24219,1
509,3345,1
509,13165,1
509,24008,1
510,20954,1
510,23797,1
511,4841,1
511,23586,1
511,32119,1
512,23375,1
513,23164,1
514,379,1
514,20418,1
514,22953,1
514,30352,1
515,22742,1
515,31808,1
516,3047,1
516,19191,1
516,22531,1
517,550,1
517,20088,1
517,22320,1
518,22109,1
518,28893,1
519,21898,1
520,8,1
520,21687,1
521,21476,1
521,24070,1
521,25724,1
522,2220,1
522,16842,1
522,21265,1
523,3638,1
523,21054,1
523,30990,1
524,20843,1
525,20632,1
526,20421,1
527,20210,1
528,445,1
528,9946,1
528,19999,1
529,19788,1
530,19577,1
530,22508,1
531,13056,1
531,19366,1
532,4293,1
532,5273,1
532,19155,1
533,9574,1
533,14672,1
533,18944,1
534,16852,1
534,18733,1
535,18522,1
536,8737,1
536,14698,1
536,18311,1
537,18100,1
538,17889,1
539,8776,1
539,17678,1
539,32223,1
540,6589,1
540,17467,1
541,11237,1
541,17256,1
541,20589,1
541,29571,1
542,17045,1
543,6357,1
543,16834,1
543,16890,1
544,16623,1
545,8888,1
545,16412,1
546,154,1
546,16201,1
546,22345,1
547,15990,1
547,30796,1
548,15779,1
549,15568,1
550,15357,1
551,15146,1
551,24009,1
552,8283,1
552,14935,1
553,14724,1
553,17400,1
553,30983,1
554,14513,1
554,26570,1
555,14302,1
555,31566,1
556,13573,1
556,14091,1
557,13880,1
557,27250,1
558,13669,1
558,24830,1
559,13458,1
560,4325,1
560,13162,1
560,13247,1
561,13036,1
562,12825,1
562,15941,1
562,31378,1
563,3934,1
563,12614,1
564,12403,1
564,19197,1
564,23912,1
565,12192,1
565,25949,1
566,11981,1
566,12519,1
567,10083,1
567,11770,1
567,23161,1
568,11559,1
569,795,1
569,6498,1
569,6612,1
569,11348,1
569,19685,1
570,11137,1
571,10926,1
571,15098,1
571,32011,1
572,6619,1
572,10715,1
573,8118,1
573,10504,1
574,10293,1
575,10082,1
575,16452,1
576,9871,1
576,18785,1
576,27404,1
577,9660,1
577,10417,1
577,19515,1
578,9449,1
578,16224,1
579,9238,1
579,25114,1
580,9027,1
580,9385,1
581,8816,1
581,15717,1
582,3519,1
582,8605,1
583,8394,1
584,8183,1
585,1536,1
585,7972,1
585,18876,1
585,28486,1
585,28941,1
586,7761,1
586,10765,1
587,7550,1
587,9172,1
587,20546,1
588,74,1
588,7339,1
589,4560,1
589,7128,1
589,26052,1
590,6917,1
591,6706,1
591,10113,1
591,19667,1
592,6495,1
592,15678,1
593,797,1
593,6284,1
594,6073,1
594,19565,1
595,4474,1
595,5862,1
596,5651,1
597,5440,1
597,23324,1
597,28365,1
597,29656,1
598,5229,1
598,7379,1
598,19319,1
599,5018,1
599,26211,1
600,4807,1
600,15880,1
600,20066,1
601,4596,1
601,21449,1
602,4385,1
602,8608,1
602,12276,1
602,31213,1
603,4174,1
603,7473,1
603,10261,1
603,16723,1
604,3963,1
605,3752,1
605,24674,1
606,3541,1
606,12752,1
606,20519,1
606,23348,1
607,3330,1
608,3119,1
608,27206,1
609,1908,1
609,2908,1
609,16380,1
609,27851,1
610,2697,1
611,1410,1
611,2486,1
612,2275,1
613,2064,1
614,1853,1
615,1642,1
616,1431,1
616,21613,1
616,27059,1
617,1220,1
617,2107,1
617,7674,1
617,20785,1
618,1009,1
619,798,1
620,587,1
620,5876,1
620,20321,1
621,376,1
621,21940,1
621,30407,1
622,165,1
622,2648,1
622,9562,1
622,24720,1
623,32722,1
624,32511,1
625,26201,1
625,32300,1
626,15285,1
626,32089,1
627,24419,1
627,31878,1
628,31667,1
629,21326,1
629,22675,1
629,31456,1
630,18611,1
630,19348,1
630,31245,1
631,5392,1
631,18225,1
631,26897,1
631,30633,1
631,31034,1
632,12025,1
632,20937,1
632,28279,1
632,30823,1
633,30612,1
634,26444,1
634,30401,1
635,1614,1
635,30190,1
636,9505,1
636,29979,1
637,3272,1
637,6818,1
637,25674,1
637,29768,1
638,26954,1
638,29557,1
639,29346,1
639,31093,1
640,13550,1
640,29135,1
641,28924,1
642,5760,1
642,28713,1
643,28502,1
644,6094,1
644,10544,1
644,28291,1
645,28080,1
646,22317,1
646,23194,1
646,27869,1
647,27658,1
648,27447,1
649,9011,1
649,13351,1
649,27236,1
650,27025,1
651,26814,1
652,26603,1
652,27236,1
653,24158,1
653,26392,1
654,1803,1
654,1950,1
654,26181,1
655,25970,1
656,15699,1
656,25759,1
657,25548,1
657,28481,1
657,30778,1
658,19688,1
658,25337,1
659,25126,1
660,24915,1
661,24704,1
662,24493,1
663,23882,1
663,24282,1
664,24071,1
665,21627,1
665,23860,1
666,2280,1
666,7794,1
666,23649,1
666,30125,1
667,23438,1
668,9341,1
668,11041,1
668,23227,1
669,23016,1
670,22805,1
671,22594,1
672,2163,1
672,22383,1
673,22172,1
674,21961,1
674,22547,1
675,21750,1
675,22863,1
676,1855,1
676,8948,1
676,21539,1
677,21328,1
678,21117,1
678,31369,1
679,2254,1
679,20555,1
679,20906,1
680,20695,1
680,31568,1
681,20484,1
681,31318,1
682,20273,1
683,9200,1
683,20062,1
683,20653,1
684,13875,1
684,19851,1
684,27902,1
685,6758,1
685,19640,1
686,19429,1
686,19585,1
687,19218,1
688,19007,1
689,12387,1
689,18796,1
690,17956,1
690,18585,1
691,18374,1
692,18163,1
693,17952,1
693,25979,1
694,4177,1
694,17741,1
695,11568,1
695,17530,1
696,17319,1
697,17108,1
697,30100,1
698,2027,1
698,16897,1
699,16686,1
699,21038,1
700,16475,1
701,16264,1
702,16053,1
703,15842,1
703,27073,1
703,27968,1
704,15631,1
704,16194,1
704,18944,1
705,4573,1
705,8546,1
705,15420,1
706,15209,1
706,26944,1
707,273,1
707,14998,1
708,4764,1
708,14787,1
708,18293,1
709,14576,1
709,31537,1
710,6342,1
710,14365,1
711,7258,1
711,14154,1
712,9229,1
712,13943,1
713,13732,1
713,31118,1
714,13521,1
715,13310,1
715,31990,1
716,1877,1
716,13099,1
717,12888,1
717,18923,1
718,12677,1
719,12466,1
720,4011,1
720,12255,1
721,12044,1
722,11833,1
723,8426,1
723,11622,1
724,11411,1
725,11200,1
725,24712,1
725,26507,1
726,10989,1
727,5617,1
727,10778,1
727,12380,1
727,28790,1
728,3863,1
728,10567,1
728,25565,1
729,10356,1
729,10663,1
729,26741,1
729,31111,1
730,10145,1
731,9934,1
732,9723,1
732,14325,1
732,29396,1
733,9512,1
733,30790,1
734,9301,1
735,9090,1
736,8879,1
736,23346,1
737,523,1
737,805,1
737,8668,1
737,25194,1
738,8457,1
738,15078,1
738,16330,1
739,948,1
739,8246,1
739,13359,1
740,8035,1
741,7824,1
742,7613,1
742,32760,1
743,7402,1
743,21927,1
744,7191,1
744,20390,1
745,6980,1
745,9828,1
745,27828,1
746,6769,1
746,14873,1
747,6558,1
748,6347,1
748,9230,1
749,6136,1
749,15438,1
750,1791,1
750,5925,1
751,2842,1
751,5714,1
752,5503,1
753,5292,1
753,15959,1
754,5081,1
754,32670,1
755,1561,1
755,4870,1
755,19344,1
756,4659,1
757,4448,1
758,4237,1
759,4026,1
759,4378,1
760,3815,1
760,12962,1
761,3604,1
762,3393,1
763,3182,1
763,9487,1
763,21792,1
763,24797,1
764,2971,1
764,30726,1
765,2690,1
765,2760,1
765,11911,1
766,2549,1
767,2338,1
768,2127,1
768,19607,1
768,22523,1
768,26029,1
768,32409,1
769,1916,1
769,4555,1
769,5996,1
769,26511,1
770,1705,1
770,19024,1
770,27472,1
771,1494,1
771,6391,1
771,7226,1
772,1283,1
772,10920,1
773,1072,1
774,861,1
774,16857,1
775,650,1
775,18541,1
775,23043,1
776,439,1
777,228,1
778,17,1
778,17917,1
778,22578,1
779,13269,1
779,24429,1
779,32574,1
780,32363,1
781,32152,1
782,31941,1
783,31730,1
784,31519,1
785,10372,1
785,31308,1
786,6184,1
786,6544,1
786,31097,1
787,16107,1
787,30886,1
788,30675,1
789,30464,1
790,12650,1
790,30253,1
790,31985,1
791,21235,1
791,24082,1
791,30042,1
792,29831,1
793,7585,1
793,12011,1
793,18100,1
793,29620,1
793,31557,1
794,5379,1
794,10665,1
794,29409,1
795,9478,1
795,29198,1
796,28987,1
797,4275,1
797,6501,1
797,28776,1
798,28565,1
799,28354,1
800,28143,1
801,20573,1
801,27630,1
801,27932,1
802,27721,1
803,16219,1
803,27510,1
804,27299,1
805,1387,1
805,26195,1
805,27088,1
806,19704,1
806,26877,1
807,26666,1
808,869,1
808,3691,1
808,26455,1
809,8267,1
809,26244,1
810,11928,1
810,26033,1
811,25822,1
812,25611,1
813,1985,1
813,25400,1
814,1741,1
814,25189,1
815,6235,1
815,24978,1
815,32181,1
816,8321,1
816,19538,1
816,24767,1
816,32165,1
817,24556,1
818,24345,1
819,4614,1
819,4669,1
819,11220,1
819,23758,1
819,24134,1
819,24333,1
820,23923,1
820,31625,1
821,22298,1
821,23712,1
822,16060,1
822,23501,1
823,1634,1
823,22003,1
823,23290,1
823,29211,1
824,11945,1
824,23079,1
824,27423,1
825,15785,1
825,22868,1
826,14480,1
826,22657,1
827,22446,1
828,22235,1
828,32097,1
829,7301,1
829,22024,1
830,7131,1
830,21813,1
831,17728,1
831,21602,1
831,25416,1
832,12688,1
832,21391,1
833,20854,1
833,21180,1
834,20969,1
835,4416,1
835,20758,1
836,20547,1
836,21481,1
837,20336,1
837,23691,1
838,16750,1
838,20125,1
838,26153,1
839,19914,1
840,3371,1
840,6295,1
840,9379,1
840,19703,1
841,8289,1
841,19492,1
842,4192,1
842,19281,1
842,25897,1
843,828,1
843,19070,1
843,32703,1
844,18859,1
845,18648,1
846,18437,1
847,11411,1
847,16728,1
847,18226,1
848,18015,1
848,20047,1
849,17804,1
850,17593,1
850,23482,1
851,17382,1
852,17171,1
853,13161,1
853,16960,1
854,16749,1
855,16538,1
856,10939,1
856,16327,1
857,16116,1
858,9730,1
858,15905,1
859,15694,1
860,15483,1
860,18179,1
861,15272,1
862,15061,1
863,14850,1
864,1071,1
864,14639,1
865,14428,1
865,27407,1
866,12907,1
866,14217,1
867,14006,1
868,12393,1
868,13795,1
869,990,1
869,13584,1
870,13373,1
871,4944,1
871,13162,1
871,26192,1
872,12951,1
872,29013,1
873,12740,1
873,27555,1
874,3378,1
874,12529,1
874,27722,1
875,1938,1
875,12318,1
876,12107,1
876,18988,1
877,3117,1
877,11896,1
878,11685,1
879,802,1
879,6839,1
879,11474,1
880,11263,1
881,11052,1
882,10841,1
882,11213,1
882,13560,1
882,27384,1
883,10630,1
884,10419,1
884,16612,1
885,10208,1
885,14585,1
885,18277,1
886,9046,1
886,9997,1
886,19931,1
887,6233,1
887,7263,1
887,9786,1
887,16798,1
888,6508,1
888,9575,1
889,8132,1
889,9364,1
889,30847,1
890,9153,1
890,25600,1
891,8942,1
891,26553,1
892,8731,1
893,8520,1
893,19363,1
894,8309,1
895,8098,1
895,17610,1
896,7887,1
896,15584,1
897,599,1
897,7676,1
898,7465,1
899,7254,1
899,28215,1
900,7043,1
901,6608,1
901,6832,1
901,24433,1
902,5979,1
902,6621,1
902,30493,1
903,3331,1
903,6410,1
903,6779,1
903,28750,1
903,30298,1
904,6199,1
904,18533,1
905,5988,1
905,25835,1
906,5777,1
906,10200,1
906,15461,1
907,5566,1
907,15388,1
908,5355,1
909,1155,1
909,5144,1
910,4933,1
910,30761,1
911,4722,1
912,4511,1
912,30518,1
913,4300,1
913,4376,1
914,4089,1
915,2243,1
915,3878,1
915,10737,1
916,3667,1
917,3456,1
918,2579,1
918,3245,1
918,5328,1
918,9262,1
918,25231,1
919,3034,1
919,8941,1
920,2823,1
920,8448,1
920,15840,1
920,24320,1
921,2612,1
921,9066,1
922,2401,1
922,2898,1
923,2190,1
923,10505,1
923,14924,1
924,1979,1
924,6471,1
925,1768,1
925,11352,1
925,19845,1
926,594,1
926,1557,1
927,1346,1
927,13570,1
928,1135,1
929,924,1
929,12103,1
930,713,1
930,26085,1
931,502,1
932,291,1
932,10815,1
933,80,1
934,19951,1
934,24022,1
934,26433,1
934,32637,1
935,996,1
935,32426,1
936,18153,1
936,19343,1
936,25340,1
936,32215,1
937,32004,1
938,31793,1
939,22061,1
939,31047,1
939,31582,1
940,31371,1
941,28084,1
941,31160,1
942,9225,1
942,11106,1
942,30949,1
943,11448,1
943,17242,1
943,30738,1
944,30527,1
945,7165,1
945,25037,1
945,30316,1
946,28277,1
946,30105,1
947,18951,1
947,29894,1
948,17141,1
948,29683,1
949,29472,1
950,3108,1
950,28210,1
950,29261,1
951,29050,1
951,31653,1
952,28839,1
953,13141,1
953,13399,1
953,28628,1
954,17240,1
954,28417,1
955,16352,1
955,23780,1
955,28206,1
956,27995,1
957,27784,1
958,18427,1
958,23720,1
958,27573,1
959,27362,1
960,2130,1
960,24543,1
960,27151,1
961,26940,1
961,32533,1
961,32545,1
962,5156,1
962,26729,1
963,26518,1
964,24780,1
964,26307,1
965,26096,1
966,25885,1
966,26434,1
967,19772,1
967,25674,1
968,25463,1
969,25252,1
970,19678,1
970,25041,1
971,24830,1
972,24619,1
973,24408,1
973,26186,1
974,13639,1
974,24197,1
975,20292,1
975,23986,1
975,27443,1
976,23775,1
977,23564,1
978,23353,1
979,5976,1
979,23142,1
980,20451,1
980,22931,1
981,22720,1
982,9983,1
982,22509,1
983,256,1
983,22298,1
983,23460,1
983,29370,1
984,4626,1
984,22087,1
984,28924,1
985,21876,1
986,21665,1
987,21454,1
988,21243,1
988,22693,1
989,14398,1
989,21032,1
989,24522,1
989,27173,1
989,27526,1
990,13040,1
990,20821,1
991,20610,1
