source,target,weight
55,38405,1
55,54534,1
55,73157,1
55,75758,1
55,76368,1
55,76485,1
55,90081,1
55,103105,1
55,108367,1
55,119802,1
56,12701,1
56,12837,1
56,33807,1
56,39097,1
56,54066,1
56,61794,1
56,69902,1
56,86823,1
56,111735,1
56,118268,1
57,5088,1
57,21574,1
57,41109,1
57,53844,1
57,59313,1
57,92225,1
57,92537,1
57,118269,1
57,120566,1
58,12434,1
58,20865,1
58,40069,1
58,54217,1
58,54276,1
58,64975,1
58,106984,1
59,5595,1
59,25019,1
59,65353,1
59,70234,1
59,76799,1
59,95540,1
59,101569,1
59,118958,1
60,38128,1
60,38368,1
60,40699,1
60,41798,1
60,72703,1
60,85979,1
60,121103,1
61,25174,1
61,51142,1
61,53000,1
61,108555,1
61,114824,1
62,998,1
62,20021,1
62,20587,1
62,79956,1
62,87951,1
62,107844,1
62,112443,1
62,113238,1
62,129905,1
63,18412,1
63,46650,1
63,67023,1
63,103945,1
63,106550,1
63,107932,1
63,116084,1
63,118114,1
64,12196,1
64,18196,1
64,21628,1
64,49035,1
64,85135,1
64,93039,1
64,97383,1
64,118063,1
65,18360,1
65,30833,1
65,37562,1
65,42177,1
65,52156,1
65,96077,1
65,107057,1
65,108165,1
66,5795,1
66,19177,1
66,24219,1
66,32344,1
66,37991,1
66,46001,1
66,49298,1
66,58613,1
67,116169,1
67,117270,1
68,47914,1
68,84291,1
68,119592,1
68,125055,1
69,51312,1
69,58664,1
69,116852,1
69,124266,1
70,13884,1
70,14726,1
70,15767,1
70,16858,1
70,18333,1
70,47425,1
70,77692,1
70,79204,1
70,82153,1
70,108381,1
71,55521,1
71,62984,1
71,80903,1
71,101918,1
71,116426,1
71,127772,1
72,24720,1
72,32062,1
72,54557,1
72,70672,1
72,82929,1
72,83447,1
72,119957,1
72,125608,1
73,30204,1
73,50445,1
73,50468,1
73,61426,1
73,69509,1
73,70419,1
73,80242,1
74,17489,1
74,23337,1
74,75239,1
74,104100,1
74,126913,1
75,27731,1
75,28510,1
75,30131,1
75,49504,1
75,86315,1
75,96834,1
75,109569,1
75,115582,1
75,120304,1
76,9854,1
76,36364,1
76,37409,1
76,56371,1
76,67010,1
76,82603,1
76,85968,1
76,95212,1
76,99075,1
76,102527,1
76,124168,1
76,125822,1
77,4289,1
77,21966,1
77,22941,1
77,26636,1
77,27640,1
77,43678,1
77,49624,1
77,55606,1
77,61670,1
77,109233,1
77,128693,1
78,16645,1
78,39462,1
78,49524,1
78,91359,1
78,97431,1
79,51306,1
79,56925,1
79,69573,1
79,101015,1
79,114738,1
79,119110,1
80,9735,1
80,43820,1
80,50404,1
80,52750,1
80,61143,1
80,81759,1
80,91149,1
80,101734,1
81,22781,1
81,27579,1
81,48780,1
81,55864,1
81,77349,1
81,86140,1
81,105900,1
81,108600,1
81,119877,1
81,125453,1
81,126383,1
82,15801,1
82,18704,1
82,19426,1
82,21169,1
82,35746,1
82,72089,1
82,74225,1
82,75392,1
82,78141,1
82,100888,1
82,114715,1
82,120150,1
82,124477,1
83,18395,1
83,87063,1
83,95877,1
83,96848,1
83,106245,1
83,113894,1
84,3280,1
84,40737,1
84,63707,1
84,69857,1
84,80915,1
84,84593,1
84,95985,1
85,6365,1
85,16125,1
85,19866,1
85,21518,1
85,27997,1
85,30488,1
85,47049,1
85,47936,1
85,73671,1
85,88069,1
85,106497,1
85,111981,1
86,1722,1
86,11637,1
86,12659,1
86,14957,1
86,54504,1
86,83285,1
86,107360,1
87,1157,1
87,52182,1
87,58391,1
87,70175,1
87,87381,1
87,89903,1
87,101211,1
87,113050,1
87,126305,1
88,49735,1
88,72530,1
88,77369,1
88,80071,1
89,4018,1
89,47092,1
89,61934,1
89,64571,1
89,78993,1
89,88583,1
89,91907,1
89,120561,1
89,125663,1
90,4630,1
90,14113,1
90,54610,1
90,68587,1
90,82406,1
90,84500,1
90,125728,1
90,129271,1
91,14358,1
91,57634,1
91,58964,1
91,63073,1
91,75034,1
91,77832,1
91,112206,1
91,120625,1
91,128904,1
92,12832,1
92,66704,1
92,79227,1
92,92549,1
92,93543,1
92,100741,1
92,124221,1
93,23216,1
93,40599,1
93,40680,1
93,46248,1
93,69640,1
93,70661,1
93,76937,1
93,83343,1
93,92207,1
93,128210,1
94,13269,1
94,19571,1
94,42138,1
94,43277,1
94,43946,1
94,59421,1
94,67916,1
94,85642,1
94,95444,1
94,104784,1
94,108531,1
94,129705,1
95,30083,1
95,38288,1
95,45679,1
95,59920,1
95,111362,1
95,122394,1
96,17409,1
96,37374,1
96,38395,1
96,47625,1
96,65975,1
96,78383,1
96,84254,1
96,109875,1
96,111643,1
96,128156,1
97,8052,1
97,9497,1
97,14270,1
97,41741,1
97,43680,1
97,45404,1
97,56151,1
97,84017,1
97,89767,1
97,101080,1
98,2144,1
98,12425,1
98,13694,1
98,31990,1
98,40502,1
98,61932,1
98,63952,1
98,72964,1
98,82140,1
98,92941,1
98,118586,1
98,124926,1
99,70900,1
99,75065,1
99,88981,1
99,89926,1
99,102256,1
99,110518,1
100,117,1
100,54544,1
100,77539,1
101,9923,1
101,41474,1
101,43564,1
101,44560,1
101,46872,1
101,58454,1
101,59966,1
101,78061,1
101,84471,1
101,102058,1
101,102489,1
101,106305,1
101,110353,1
101,112734,1
101,128709,1
102,4330,1
102,4995,1
102,11581,1
102,31754,1
102,31926,1
102,62772,1
102,91405,1
102,97648,1
102,108432,1
103,19831,1
103,50664,1
103,67763,1
103,76686,1
103,98915,1
103,109674,1
103,114570,1
103,117263,1
104,9938,1
104,45246,1
104,76695,1
104,96404,1
104,103883,1
104,120508,1
104,129982,1
105,36976,1
105,43260,1
105,43716,1
105,54880,1
105,89771,1
106,10737,1
106,16848,1
106,19928,1
106,32993,1
106,36272,1
106,46295,1
106,56470,1
106,82426,1
106,88474,1
106,115920,1
107,29441,1
107,40109,1
107,41894,1
107,51120,1
107,54297,1
107,83032,1
107,102150,1
107,108244,1
107,108253,1
107,108830,1
107,110177,1
108,7521,1
108,25153,1
108,43649,1
108,75851,1
108,95067,1
108,121075,1
109,22872,1
109,42872,1
109,69152,1
109,76931,1
109,113785,1
109,124299,1
110,4162,1
110,9893,1
110,39293,1
110,78497,1
110,90033,1
111,2782,1
111,17486,1
111,32164,1
111,36784,1
111,69040,1
111,77147,1
111,81492,1
111,92292,1
111,107986,1
111,109055,1
111,109852,1
111,110539,1
112,34,1
112,1164,1
112,17809,1
112,44529,1
112,50940,1
112,75007,1
112,94429,1
113,6276,1
113,37780,1
113,42028,1
113,87411,1
113,97041,1
114,661,1
114,9049,1
114,43636,1
114,44294,1
114,54860,1
114,86305,1
114,86811,1
114,102126,1
114,105730,1
114,115591,1
114,123061,1
115,2262,1
115,98655,1
115,107142,1
115,113049,1
115,117451,1
116,11056,1
116,28159,1
116,47745,1
116,52713,1
116,74163,1
116,97127,1
116,113855,1
116,116442,1
116,126770,1
117,26462,1
117,41184,1
117,66944,1
117,115435,1
118,8205,1
118,85118,1
118,126584,1
119,11419,1
119,22568,1
119,25401,1
119,28996,1
119,37896,1
119,66896,1
119,106298,1
120,72884,1
120,73319,1
120,77793,1
120,89370,1
120,97283,1
120,118371,1
121,21111,1
121,40340,1
121,45263,1
121,60971,1
121,80205,1
122,4890,1
122,7355,1
122,7361,1
122,16486,1
122,18140,1
122,22658,1
122,30266,1
122,60892,1
122,91789,1
122,107400,1
122,116403,1
123,15089,1
123,22467,1
123,29315,1
123,105454,1
124,1659,1
124,45813,1
124,72475,1
124,80283,1
124,83379,1
124,90686,1
124,109240,1
124,127901,1
125,14748,1
125,39496,1
125,42116,1
125,54523,1
125,56778,1
125,59186,1
125,63209,1
125,67536,1
125,88071,1
125,90157,1
125,110154,1
125,110481,1
125,112465,1
126,6517,1
126,20447,1
126,21739,1
126,28250,1
126,107306,1
126,107325,1
126,117526,1
126,118068,1
126,120905,1
127,19110,1
127,22500,1
127,48498,1
127,61236,1
127,67735,1
127,87250,1
127,104610,1
127,113544,1
128,7636,1
128,28665,1
128,55548,1
128,64421,1
128,71631,1
128,76336,1
128,85377,1
128,123169,1
128,129645,1
129,9314,1
129,20151,1
129,24027,1
129,30009,1
129,38652,1
129,81767,1
129,85752,1
129,102436,1
129,113425,1
130,5673,1
130,20699,1
130,36668,1
130,68842,1
130,96604,1
130,103377,1
131,6270,1
131,20621,1
131,49391,1
131,64193,1
131,72394,1
131,89264,1
131,103766,1
131,120579,1
132,15565,1
132,21223,1
132,26030,1
132,48870,1
132,70787,1
132,83799,1
132,97371,1
132,105708,1
132,128906,1
132,129959,1
133,17967,1
133,23591,1
133,37808,1
133,41100,1
133,43413,1
133,67654,1
133,70282,1
133,74169,1
133,74784,1
133,75344,1
133,76681,1
133,81030,1
133,91323,1
133,103553,1
134,4829,1
134,50088,1
134,60118,1
134,100198,1
134,117911,1
134,122163,1
134,125037,1
134,128969,1
135,39121,1
135,68915,1
135,102922,1
135,123825,1
135,124467,1
136,16372,1
136,21203,1
136,27705,1
136,34911,1
136,35073,1
136,69943,1
136,108848,1
136,129751,1
137,7669,1
137,36964,1
137,49535,1
137,53541,1
137,113845,1
137,129931,1
138,3985,1
138,11339,1
138,37628,1
138,47320,1
138,61100,1
138,82041,1
138,82367,1
138,97393,1
138,101303,1
138,117438,1
139,31802,1
139,35266,1
139,52251,1
139,63696,1
139,78461,1
139,79554,1
139,102078,1
139,114119,1
140,16843,1
140,25031,1
140,56368,1
140,58936,1
140,69099,1
140,74307,1
140,120201,1
141,5907,1
141,9313,1
141,32901,1
141,33508,1
141,35927,1
141,36120,1
141,49819,1
141,54961,1
141,75061,1
142,3141,1
142,29180,1
142,77984,1
142,81647,1
142,93487,1
142,104875,1
142,117772,1
143,8864,1
143,27525,1
143,39135,1
143,82584,1
143,88722,1
143,101234,1
143,104216,1
144,1123,1
144,43475,1
144,64131,1
144,68255,1
144,102755,1
144,105022,1
144,119502,1
144,124243,1
145,35276,1
145,44898,1
145,87019,1
146,2297,1
146,6160,1
146,9614,1
146,18341,1
146,30473,1
146,30612,1
146,54438,1
146,85308,1
146,100477,1
147,5265,1
147,29394,1
147,38548,1
147,63282,1
147,68014,1
147,80314,1
147,87021,1
147,100390,1
147,116052,1
147,117837,1
147,123895,1
147,127740,1
148,67411,1
148,71541,1
148,89219,1
148,100117,1
149,33232,1
149,34068,1
149,34432,1
149,37188,1
149,50475,1
149,55367,1
149,55756,1
149,69621,1
149,76783,1
149,92674,1
149,96902,1
149,102721,1
149,125155,1
149,130501,1
150,1453,1
150,1565,1
150,21282,1
150,24093,1
150,87402,1
150,100528,1
150,124542,1
151,24634,1
151,38811,1
151,47890,1
151,52460,1
151,98676,1
151,99546,1
151,119643,1
152,41663,1
152,66567,1
152,70570,1
152,104616,1
152,106032,1
152,110187,1
152,116044,1
152,128758,1
153,4921,1
153,22190,1
153,24531,1
153,31076,1
153,33588,1
153,77922,1
153,92389,1
153,98024,1
153,115715,1
154,609,1
154,3298,1
154,17138,1
154,43831,1
154,44720,1
154,62849,1
154,68492,1
154,86093,1
154,95144,1
154,127099,1
155,57738,1
155,72095,1
155,87928,1
155,98702,1
155,119051,1
156,1573,1
156,35315,1
156,49393,1
156,65723,1
156,98689,1
156,127750,1
157,32744,1
157,49964,1
157,73829,1
157,83289,1
157,91926,1
157,122025,1
158,27903,1
158,98664,1
158,124746,1
158,130837,1
159,39607,1
159,64061,1
159,74047,1
159,74603,1
159,97858,1
159,124545,1
160,2457,1
160,6209,1
160,38036,1
160,49260,1
160,64879,1
160,107656,1
161,5900,1
161,12098,1
161,26571,1
161,31900,1
161,37011,1
161,41197,1
161,47387,1
161,50640,1
161,72859,1
161,86514,1
161,90928,1
161,106507,1
161,115844,1
161,120144,1
162,24722,1
162,44628,1
162,56167,1
162,77607,1
162,77727,1
162,93734,1
162,129993,1
163,10404,1
163,66538,1
163,97014,1
163,107074,1
163,116407,1
163,129105,1
164,2696,1
164,8204,1
164,19299,1
164,33389,1
164,64035,1
164,89937,1
165,31056,1
165,35232,1
165,104584,1
165,109429,1
165,127798,1
166,2707,1
166,15899,1
166,16870,1
166,75526,1
166,105253,1
166,120395,1
166,124626,1
166,128995,1
166,129149,1
167,960,1
167,42181,1
167,76749,1
167,79458,1
167,96170,1
168,63191,1
168,71354,1
168,80123,1
168,97251,1
168,118663,1
168,127183,1
169,4129,1
169,5502,1
169,11807,1
169,23224,1
169,24447,1
169,25755,1
169,30212,1
169,35734,1
169,39949,1
169,76344,1
169,94433,1
169,100425,1
170,23411,1
170,45795,1
170,47276,1
170,48911,1
170,61383,1
170,62235,1
170,74942,1
170,84781,1
170,87013,1
170,121068,1
170,122541,1
170,128305,1
171,36136,1
171,43075,1
171,64128,1
171,64685,1
171,66805,1
171,81474,1
171,85723,1
171,87632,1
171,95326,1
171,119292,1
172,28728,1
172,34085,1
172,44281,1
172,58457,1
172,62347,1
172,70003,1
172,86696,1
172,87927,1
172,100393,1
172,120354,1
173,10403,1
173,29368,1
173,33453,1
173,54145,1
173,68204,1
173,68509,1
174,1498,1
174,3754,1
174,44476,1
174,71035,1
174,88821,1
174,94587,1
174,127461,1
174,130890,1
175,20863,1
175,29442,1
175,46247,1
175,94482,1
175,99069,1
175,107086,1
176,627,1
176,1321,1
176,25190,1
176,40755,1
176,53159,1
176,61276,1
176,61503,1
176,68275,1
176,68426,1
176,95837,1
176,107754,1
176,109594,1
176,120346,1
177,28524,1
177,65233,1
177,69299,1
177,87278,1
177,106537,1
177,116824,1
178,1724,1
178,13554,1
178,16080,1
178,74799,1
178,93470,1
178,125193,1
178,126617,1
179,40760,1
179,49528,1
179,50904,1
179,66230,1
179,87044,1
179,93638,1
179,111710,1
179,126468,1
180,1118,1
180,1320,1
180,14782,1
180,32980,1
180,33402,1
180,57396,1
180,60659,1
180,92958,1
180,104891,1
180,117318,1
180,122146,1
181,27680,1
181,29071,1
181,57423,1
181,83099,1
181,113084,1
181,118279,1
182,11130,1
182,11312,1
182,18795,1
182,22200,1
182,57155,1
182,61384,1
182,91121,1
182,111440,1
182,125773,1
183,8317,1
183,8842,1
183,78182,1
183,80484,1
183,87151,1
183,92794,1
183,107065,1
183,113013,1
183,121483,1
184,44012,1
184,59815,1
184,89057,1
184,124091,1
185,8371,1
185,26836,1
185,34891,1
185,40753,1
185,59168,1
185,64632,1
185,65574,1
185,84361,1
185,107657,1
185,108775,1
185,127599,1
186,3289,1
186,14168,1
186,24697,1
186,40450,1
186,42458,1
186,66966,1
186,78183,1
186,82845,1
186,87770,1
186,100512,1
186,106864,1
186,108560,1
186,124929,1
186,127629,1
187,2435,1
187,5086,1
187,22037,1
187,40817,1
187,77740,1
187,83891,1
187,91950,1
187,120287,1
187,121031,1
187,130000,1
188,10365,1
188,37202,1
188,57815,1
188,58971,1
188,67670,1
188,72298,1
188,89583,1
188,115698,1
188,125335,1
189,182,1
189,12421,1
189,25992,1
189,29300,1
189,43593,1
189,55216,1
189,63337,1
189,115869,1
189,125126,1
189,131034,1
190,309,1
190,15465,1
190,30094,1
190,84138,1
190,96367,1
190,108836,1
190,114950,1
190,123574,1
190,124085,1
190,128706,1
190,129784,1
191,33948,1
191,82263,1
191,88058,1
191,91106,1
191,100033,1
191,101793,1
191,111265,1
191,114574,1
191,122271,1
192,8866,1
192,9719,1
192,18855,1
192,24819,1
192,40419,1
192,51660,1
192,58127,1
192,61210,1
192,62763,1
192,70740,1
192,107174,1
192,110986,1
192,112056,1
192,125143,1
192,125770,1
193,18602,1
193,20062,1
193,25148,1
193,58795,1
193,78931,1
193,84686,1
193,92444,1
193,108069,1
193,111264,1
193,111417,1
193,116792,1
194,5082,1
194,43472,1
194,48199,1
194,63472,1
194,67717,1
194,90646,1
194,115640,1
194,116083,1
194,123241,1
195,9447,1
195,30987,1
195,32410,1
195,42286,1
195,50356,1
195,51380,1
195,57707,1
195,79390,1
195,81108,1
195,90262,1
195,113388,1
195,113752,1
195,121676,1
196,259,1
196,2986,1
196,13381,1
196,14900,1
196,33685,1
196,37445,1
196,38251,1
196,57283,1
196,60603,1
196,98388,1
197,20842,1
197,24304,1
197,62803,1
197,65717,1
197,101175,1
197,103630,1
197,110369,1
197,113726,1
198,17456,1
198,37113,1
198,60853,1
198,73223,1
198,75805,1
198,87752,1
198,109731,1
198,122397,1
198,126786,1
199,23389,1
199,59574,1
199,71227,1
199,83553,1
199,85067,1
199,89418,1
199,99179,1
200,7150,1
200,17817,1
200,25825,1
200,56439,1
200,65887,1
200,71047,1
200,86058,1
200,94390,1
200,94778,1
200,119765,1
200,126199,1
200,128464,1
201,15392,1
201,21572,1
201,23460,1
201,69261,1
202,41375,1
202,90027,1
202,90392,1
202,121553,1
203,16997,1
203,28958,1
203,30476,1
203,35228,1
203,65538,1
203,88574,1
203,95282,1
203,109961,1
204,26838,1
204,29730,1
204,44855,1
204,55595,1
204,72962,1
204,94762,1
205,15418,1
205,22616,1
205,31413,1
205,49167,1
205,61066,1
205,64642,1
205,68349,1
205,71833,1
205,129688,1
205,129706,1
206,65416,1
206,75889,1
206,91987,1
206,120709,1
207,13108,1
207,67544,1
207,84825,1
207,87730,1
207,106955,1
207,116042,1
207,130382,1
208,28670,1
208,54751,1
208,75726,1
209,5242,1
209,10321,1
209,21772,1
209,74977,1
209,77468,1
210,12613,1
210,27566,1
210,33292,1
210,59777,1
210,63122,1
210,68612,1
210,89650,1
210,107517,1
210,116833,1
210,119865,1
211,9191,1
211,14568,1
211,53580,1
211,58090,1
211,74938,1
211,75256,1
211,86886,1
211,124274,1
212,7111,1
212,25246,1
212,45756,1
212,49090,1
212,53907,1
212,55426,1
212,57703,1
212,76627,1
212,76991,1
212,82569,1
212,90882,1
212,104798,1
212,110785,1
212,116342,1
213,6507,1
213,6658,1
213,18464,1
213,20928,1
213,24747,1
213,34959,1
213,43844,1
213,45745,1
213,50323,1
213,62270,1
213,69675,1
213,76619,1
213,85909,1
213,88010,1
213,98749,1
213,110437,1
214,525,1
214,50291,1
214,73118,1
214,78861,1
214,113539,1
214,116195,1
214,119021,1
214,123977,1
215,27541,1
215,58374,1
215,69159,1
215,83309,1
215,86042,1
215,114672,1
215,129723,1
216,39504,1
216,53063,1
216,100341,1
216,128899,1
217,603,1
217,20084,1
217,34196,1
217,35371,1
217,40628,1
217,67518,1
217,72772,1
217,100007,1
217,122229,1
218,7714,1
218,18739,1
218,33955,1
218,40495,1
218,91309,1
218,99787,1
218,108951,1
218,118177,1
219,43232,1
219,51225,1
219,62026,1
219,85198,1
219,96644,1
219,99908,1
219,104189,1
219,107497,1
219,114585,1
220,37270,1
220,52219,1
220,54642,1
220,59091,1
220,91624,1
220,119442,1
221,19240,1
221,88747,1
221,96460,1
221,104294,1
221,109751,1
221,129720,1
222,13308,1
222,15849,1
222,18173,1
222,32378,1
222,34549,1
222,54776,1
222,80849,1
222,82107,1
222,88052,1
222,99006,1
222,104919,1
222,117333,1
223,3563,1
223,7828,1
223,23590,1
223,33726,1
223,34346,1
223,42365,1
223,49541,1
223,84354,1
223,102964,1
223,105434,1
224,22561,1
224,51375,1
224,52601,1
224,79882,1
224,86131,1
224,123771,1
224,127394,1
225,11526,1
225,18269,1
225,18390,1
225,18396,1
225,28577,1
225,53619,1
225,64122,1
225,67322,1
225,71320,1
225,93815,1
225,96416,1
226,31478,1
226,32139,1
226,33973,1
226,36900,1
226,53868,1
226,71487,1
226,76377,1
226,97791,1
226,114178,1
226,116489,1
226,120420,1
227,27305,1
227,28042,1
227,36415,1
227,41988,1
227,82931,1
227,83510,1
227,125578,1
228,1995,1
228,18886,1
228,36125,1
228,50531,1
228,58544,1
228,94271,1
228,98214,1
228,127501,1
229,4828,1
229,17552,1
229,38314,1
229,75043,1
229,79692,1
229,87609,1
229,93351,1
229,99903,1
229,100887,1
229,120069,1
230,15673,1
230,18284,1
230,38033,1
230,52111,1
230,54290,1
230,72795,1
230,76557,1
230,82222,1
230,85763,1
230,94789,1
230,115645,1
230,118303,1
230,119075,1
231,1366,1
231,50769,1
231,82666,1
231,108192,1
231,111055,1
231,125444,1
232,6207,1
232,29570,1
232,30697,1
232,49687,1
232,73002,1
232,76888,1
232,93496,1
232,97942,1
232,116840,1
232,116898,1
232,120704,1
233,16708,1
233,36135,1
233,42019,1
233,45851,1
233,47649,1
233,61427,1
233,62836,1
233,74132,1
234,13881,1
234,25394,1
234,79342,1
234,98074,1
234,106083,1
234,106307,1
234,114801,1
234,126463,1
235,8297,1
235,30413,1
235,37666,1
235,54363,1
235,56867,1
235,58966,1
235,67731,1
235,67997,1
235,81822,1
235,103255,1
235,110328,1
235,117142,1
236,43451,1
236,48843,1
236,64818,1
236,75899,1
236,79900,1
236,83304,1
236,104211,1
236,108197,1
236,129936,1
237,15864,1
237,42364,1
237,53067,1
237,57221,1
237,59483,1
237,80077,1
237,82399,1
237,101364,1
237,113053,1
237,127586,1
237,130422,1
238,8728,1
238,38230,1
238,54079,1
238,91196,1
238,113957,1
239,59972,1
239,80476,1
239,80978,1
239,83092,1
239,85420,1
240,21617,1
240,47999,1
240,51041,1
240,51455,1
240,90338,1
240,109653,1
240,129891,1
241,3207,1
241,15020,1
241,21492,1
241,26859,1
241,48512,1
241,59463,1
241,82406,1
241,83723,1
242,21919,1
242,38963,1
242,56257,1
242,93912,1
242,113113,1
242,115542,1
243,19365,1
243,36178,1
243,51670,1
243,61448,1
243,67606,1
243,80134,1
243,90915,1
243,97702,1
243,102852,1
244,5648,1
244,6199,1
244,47155,1
244,97577,1
244,100890,1
244,120093,1
244,123963,1
244,127526,1
245,14176,1
245,30876,1
245,84223,1
245,88666,1
245,102048,1
245,106411,1
245,119289,1
245,129346,1
246,5188,1
246,67805,1
246,74552,1
246,79349,1
246,80022,1
246,91230,1
246,112269,1
247,17408,1
247,42882,1
247,50376,1
247,52064,1
247,79290,1
247,102265,1
247,104477,1
247,104690,1
248,1408,1
248,1620,1
248,20583,1
248,44697,1
248,46243,1
248,46311,1
248,54500,1
248,64692,1
